id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,pymnt_plan,purpose,title,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,recoveries,collection_recovery_fee,policy_code,tot_cur_bal,total_rev_hi_lim
12666,10000,10000,10000, 36 months,7.89,312.86,A,A5,,n/a,RENT,55000,n,credit_card,Credit card refinancing,MI,22.41,0,Oct-1969,0,15,1,22246,31,22,w,8748.1,8748.1,0,0,1,23737,70760
12667,15000,15000,14950, 60 months,16.29,367.09,D,D2,,n/a,RENT,37103,n,debt_consolidation,Debt consolidation,AR,18.8,1,Oct-1979,1,13,1,5477,41.5,30,f,0,0,0,0,1,11158,13200
12668,11000,11000,11000, 36 months,6.92,339.25,A,A4,Accounting Manager,10+ years,RENT,77000,n,credit_card,Credit card refinancing,CA,16.83,0,Nov-2000,0,5,0,14873,80,15,w,9035.57,9035.57,0,0,1,50865,18600
12669,29100,29100,29100, 60 months,20.5,779.1,E,E1,Regional Sales Manager,< 1 year,RENT,77500,n,debt_consolidation,Debt Consolidation Loan,CT,29.01,2,Oct-2005,3,16,0,4618,68.9,26,f,0,0,3869.42,38.69420001,1,81613,6700
12670,16000,16000,16000, 36 months,9.99,516.2,B,B3,General manager,3 years,RENT,72000,n,credit_card,Credit card refinancing,AK,33.37,0,Oct-2001,0,13,0,14437,73.7,33,w,0,0,0,0,1,78623,19600
12671,6500,6500,6500, 36 months,12.12,216.27,B,B3,Pratt & Whitney ,7 years,MORTGAGE,57000,n,debt_consolidation,debit consolidation ,CT,30.72,0,Jun-2000,1,10,0,37339,92,37,w,636.91,636.91,0,0,1,259441,40600
12672,22950,22950,22950, 36 months,15.59,802.22,D,D1,foreman,9 years,OWN,65000,n,debt_consolidation,Debt consolidation,FL,11.52,0,Aug-2000,0,8,0,9433,71.5,12,f,18170.41,18170.41,0,0,1,17805,13200
12673,3000,3000,3000, 36 months,11.99,99.63,B,B3,Field Supervisor ,9 years,MORTGAGE,31600,n,credit_card,Credit Card Refi,NC,11.77,1,Mar-1996,0,10,1,9790,53.2,22,f,0,0,0,0,1,9790,18400
12674,10000,10000,10000, 60 months,18.84,258.53,E,E2,engineer,10+ years,MORTGAGE,110000,n,debt_consolidation,Debt consolidation,TX,14.2,0,Jul-1983,1,10,0,17545,70.5,25,f,9254.93,9254.93,0,0,1,344955,24900
12675,18000,18000,18000, 60 months,14.98,428.03,C,C3,ass't supertendint,1 year,RENT,43680,n,debt_consolidation,Debt consolidation,CA,26.43,0,Nov-1988,0,10,1,14419,68.7,31,f,13153.04,13153.04,0,0,1,34750,21000
12676,4000,4000,4000, 36 months,17.19,142.99,E,E3,,n/a,OWN,37200,n,home_improvement,my loan,AL,9.35,0,Apr-1997,0,6,0,4598,57.5,14,f,0,0,172.8,1.63,1,,
12677,14125,14125,14125, 36 months,19.52,521.49,D,D4,Manager,10+ years,RENT,55000,n,debt_consolidation,Home repairs,VA,23.04,0,Jun-2003,2,13,0,16791,47.2,21,f,6066.62,6066.62,0,0,1,29813,35600
12678,12325,12325,12325, 60 months,25.83,367.78,G,G2,owner,7 years,RENT,76000,n,small_business,Business,UT,4.14,0,Feb-1999,0,5,0,10250,68.3,12,f,11559.59,11559.59,0,0,1,288516,15000
12679,17000,17000,17000, 60 months,18.25,434.01,D,D2,Molex inc.,10+ years,MORTGAGE,47633.78,n,debt_consolidation,Improver quality of life,AR,30.94,0,Jun-1997,1,12,0,19576,66.6,24,w,10392,10392,0,0,1,141071,29400
12680,5000,5000,5000, 36 months,13.33,169.27,C,C3,Cocktail server ,10+ years,RENT,60000,n,medical,Medical expenses,NV,10.88,0,Apr-2003,2,5,0,2758,65.7,24,f,5000,5000,0,0,1,13869,4200
12681,11000,11000,11000, 36 months,9.17,350.67,B,B2,Coordinator,10+ years,RENT,77000,n,debt_consolidation,Debt consolidation,TX,16.91,1,Apr-1993,0,11,1,12293,20.9,38,w,9369.46,9369.46,0,0,1,24738,58800
12682,28000,28000,27975, 36 months,9.99,903.35,B,B3,Electronic Engineer,10+ years,RENT,119000,n,credit_card,Credit card refinancing,CA,16.48,0,Oct-1996,0,6,0,51089,98.1,11,f,0,0,0,0,1,59953,52100
12683,10000,10000,10000, 36 months,9.99,322.63,B,B3,SVP OPERATIONS,1 year,MORTGAGE,200000,n,home_improvement,Home improvement,SC,11.17,5,Nov-1994,0,12,0,3017,27.9,28,w,9275.86,9275.86,0,0,1,60348,10800
12684,1400,1400,1400, 36 months,10.16,45.28,B,B1,Edge Clothing Inc.,< 1 year,OWN,22000,n,other,Family emergency,CA,25.04,0,May-2008,2,4,0,91,0.8,6,w,0,0,0,0,1,20884,10900
12685,10000,10000,10000, 60 months,13.99,232.64,C,C4,Director - Operations,5 years,MORTGAGE,110000,n,debt_consolidation,Debt consolidation,CA,32.8,1,Oct-1972,1,16,0,56595,91.4,35,w,8776.62,8776.62,0,0,1,463322,61900
12686,7000,7000,7000, 36 months,8.18,219.94,B,B1,,n/a,RENT,19151,n,other,Other,FL,11.41,0,Feb-1995,0,5,0,8028,29,8,f,5407.05,5407.05,0,0,1,8028,27700
12687,20000,20000,20000, 36 months,10.15,646.76,B,B2,Logistics Manager,2 years,RENT,46500,n,debt_consolidation,Debt consolidation,FL,19.72,0,Nov-2002,0,6,0,18428,57.8,15,w,10756.48,10756.48,0,0,1,39883,31900
12688,4950,4950,4950, 36 months,14.65,170.75,C,C2,,n/a,RENT,30288,n,other,CREDIT CARD DEBT,IL,21.51,1,Jul-2005,0,17,0,4507,47.9,24,f,0,0,0,0,1,,
12689,6000,6000,6000, 36 months,13.99,205.04,C,C1,Dell Inc/NRC,5 years,MORTGAGE,55000,n,debt_consolidation,Debt Consolidation,MD,20.09,0,Jan-1990,2,15,0,14631,43.4,35,f,0,0,0,0,1,,
12690,24375,24375,24375, 60 months,19.72,642,D,D5,Life Care Center Of Banner Elk,5 years,MORTGAGE,55000,n,credit_card,Get Out of Debt,NC,26.44,0,May-2003,1,12,0,26565,71.6,21,f,0,0,0,0,1,109703,37100
12691,8000,8000,8000, 36 months,18.99,293.21,E,E1,,n/a,RENT,16000,n,major_purchase,Major purchase,OH,20.11,0,Nov-1989,1,7,1,9304,75.6,16,w,0,0,0,0,1,9304,12300
12692,7750,7750,7750, 36 months,14.49,266.73,C,C4,Final Inspector,7 years,RENT,23000,n,credit_card,Credit card refinancing,MD,11.12,1,Nov-2000,0,12,2,2926,71.4,49,f,3250.18,3250.18,0,0,1,6221,4100
12693,20275,20275,20275, 60 months,21.67,556.18,E,E5,Staff Consultant,3 years,RENT,57200,n,debt_consolidation,Debt consolidation,TX,36.74,0,Jun-2003,2,18,0,12238,53.7,38,w,19289.82,19289.82,0,0,1,80252,22800
12694,13250,13250,13250, 36 months,18.99,485.63,E,E1,teacher,10+ years,MORTGAGE,63000,n,debt_consolidation,Debt consolidation,TX,26.23,1,Mar-1992,0,15,0,1660,41.5,43,f,9952.3,9952.3,0,0,1,172459,4000
12695,26000,26000,25750, 36 months,8.49,820.64,A,A5,California Department of Transportation,10+ years,MORTGAGE,114000,n,debt_consolidation,Consolidation Loan,CA,16.18,0,Jun-1988,0,9,0,49651,52.3,24,f,0,0,0,0,1,,
12696,35000,35000,35000, 60 months,15.59,843.53,D,D1,SVP/Group Product Manager,2 years,MORTGAGE,170000,n,home_improvement,Home improvement,CA,10.19,0,Jun-1994,0,19,0,26829,52.9,29,w,29985.88,29985.88,0,0,1,286900,50700
12697,15000,15000,15000, 60 months,15.61,361.67,D,D1,Supervisor,10+ years,RENT,50000,n,debt_consolidation,Debt consolidation,TN,15.87,1,Jul-2001,1,8,0,2861,35.3,26,w,12875.45,12875.45,0,0,1,12372,8100
12698,28000,28000,28000, 36 months,14.31,961.2,C,C4,Laborer foreman,7 years,OWN,99500,n,debt_consolidation,Debt consolidation,PA,24.32,3,Oct-2005,0,12,0,9576,71.6,23,w,20673.19,20673.19,0,0,1,66271,13200
12699,15000,15000,14950, 36 months,17.27,536.81,D,D1,Hampton Center,2 years,RENT,46000,n,debt_consolidation,debt_consolidation,NY,24.73,0,Aug-2000,2,15,0,15876,81.4,29,f,0,0,1280.09,12.5901,1,,
12700,10000,10000,10000, 60 months,8.18,203.63,B,B1,,n/a,OWN,100000,n,credit_card,Credit card refinancing,CA,10.24,0,Feb-1967,1,12,0,80478,31,33,w,9728.15,9728.15,0,0,1,388281,107700
12701,16000,16000,16000, 60 months,21.98,441.73,E,E4,The Northface,3 years,RENT,40000,n,credit_card,Payoff Credit cards,CA,19.8,0,Nov-2000,2,4,0,10167,86.2,12,w,0,0,0,0,1,33188,11800
12702,10800,10800,10750, 60 months,23.43,307.14,F,F1,warehouse supervisor,10+ years,MORTGAGE,35376,n,debt_consolidation,Debt consolidation,IL,12.75,0,Jul-1998,3,11,1,11883,48.7,43,f,8610.94,8571.07,0,0,1,124031,24400
12703,16000,16000,16000, 36 months,9.67,513.8,B,B1,Assistant Project Manager,10+ years,RENT,91500,n,debt_consolidation,Credit Card Payoff,NC,16.09,1,Nov-1996,0,17,0,19506,72,41,w,6317.32,6317.32,0,0,1,50488,27100
12704,5000,5000,5000, 36 months,12.12,166.36,B,B3,CDC,3 years,OWN,94049,n,debt_consolidation,Debt Consolidation,GA,9.81,2,Jun-1999,0,6,0,5495,46.2,22,f,0,0,0,0,1,265568,11900
12705,22325,22325,22325, 60 months,20.49,597.58,E,E4,Admin. Secretary,10+ years,MORTGAGE,67000,n,debt_consolidation,Debt consolidation,NV,24.63,1,Oct-1993,0,19,0,18093,50.8,32,w,20730.5,20730.5,0,0,1,284941,35600
12706,14500,14500,14500, 36 months,18.99,531.44,E,E1,Senior Research Associate,10+ years,MORTGAGE,55000,n,debt_consolidation,Debt consolidation,MO,19.27,1,Nov-1993,0,8,0,14281,95.2,20,f,0,0,0,0,1,172714,15000
12707,21000,21000,21000, 60 months,18.24,536.01,D,D5,Police Officer,7 years,MORTGAGE,90000,n,home_improvement,Home improvement,NY,15.5,1,Nov-1998,0,12,0,20314,58.7,31,w,17909.53,17909.53,0,0,1,305911,34600
12708,30000,30000,30000, 36 months,21.99,1145.56,F,F1,Transmission Construction Representative,2 years,MORTGAGE,120000,n,other,Other,TX,10.54,1,Jun-2005,1,5,0,2758,34,8,f,27414.61,27414.61,0,0,1,67923,8100
12709,30000,30000,30000, 36 months,12.69,1006.35,C,C2,REGISTERED NURSE,7 years,RENT,125000,n,debt_consolidation,Debt consolidation,NY,19.09,0,Mar-1999,0,15,0,41234,97.5,30,w,27911.77,27911.77,0,0,1,100329,42300
12710,9350,9350,9350, 36 months,18.49,340.33,D,D2,Level One Marketing,4 years,RENT,48000,n,credit_card,Personal,CA,10.29,0,Dec-2006,3,14,0,13345,66.7,23,f,0,0,666.2,119.916,1,13734,20000
12711,16000,16000,16000, 36 months,13.99,546.77,C,C4,Sales Associate,4 years,RENT,47476,n,debt_consolidation,Debt consolidation,MO,23.18,1,Oct-1993,1,21,0,26678,73,46,w,13774.61,13774.61,0,0,1,26678,36550
12712,4500,4500,4500, 36 months,6.62,138.17,A,A2,national fire protection,10+ years,MORTGAGE,75000,n,home_improvement,solar for pool,FL,14.21,0,Jan-1984,0,15,0,46987,2.3,43,f,0,0,0,0,1,245589,125800
12713,35000,35000,35000, 60 months,18.25,893.54,E,E1,Legal assistant,4 years,RENT,95000,n,debt_consolidation,Debt consolidation,CA,27.69,0,Dec-1988,2,36,0,50920,46.2,53,w,0,0,0,0,1,89741,110100
12714,14550,14550,14550, 36 months,12.12,484.11,B,B3,fisher investments,3 years,RENT,71500,n,debt_consolidation,lending club refi,WA,26.91,0,Mar-2002,1,13,0,10397,34.5,46,f,0,0,0,0,1,45920,30100
12715,4000,4000,4000, 36 months,12.29,133.42,C,C1,material handler,3 years,RENT,35000,n,debt_consolidation,Debt consolidation,CA,6.34,0,Apr-2001,0,7,1,4014,39.7,9,w,3528.17,3528.17,0,0,1,4014,10100
12716,30750,30750,30750, 36 months,15.61,1075.17,D,D1,Registered Cardiovascular Sonographer,1 year,MORTGAGE,70000,n,debt_consolidation,Debt consolidation,NJ,34.74,1,Sep-1997,0,27,0,38929,53.8,58,f,9193.38,9193.38,0,0,1,82566,72300
12717,16000,16000,16000, 60 months,20.5,428.37,E,E1,Paralegal,< 1 year,MORTGAGE,75000,n,debt_consolidation,Debt Consolidation,TX,33.46,0,Aug-1999,0,15,0,25251,92.5,30,f,0,0,0,0,1,273611,27300
12718,15000,15000,15000, 60 months,9.49,314.96,B,B2,COmp Networ Engineer,2 years,MORTGAGE,100000,n,debt_consolidation,Debt consolidation,CA,15.26,1,Sep-1986,0,18,0,31310,47.1,48,w,0,0,0,0,1,417610,66500
12719,3500,3500,3500, 36 months,14.65,120.73,C,C5,post closing,10+ years,RENT,45000,n,other,Other,FL,30.67,0,Nov-1989,1,20,0,16033,43.6,38,w,2933.58,2933.58,0,0,1,30980,36800
12720,10200,10200,10200, 36 months,16.29,360.07,D,D1,,10+ years,MORTGAGE,65000,n,debt_consolidation,Debt Consolidation,VT,15.06,0,Mar-1999,3,9,0,9741,89.4,14,f,0,0,0,0,1,,
12721,16475,16475,16475, 36 months,6.24,503,A,A2,Software Engineer,< 1 year,OWN,65000,n,credit_card,Credit card refinancing,CA,12.71,0,Aug-2003,0,14,0,40432,85.1,22,w,14792.61,14792.61,0,0,1,138801,47500
12722,30000,30000,29950, 36 months,14.65,1034.83,C,C5,Business Intelligence Architect ,5 years,MORTGAGE,110000,n,debt_consolidation,Debt consolidation,CA,23.06,2,Oct-1992,2,16,0,6109,48.1,27,f,0,0,0,0,1,81309,12700
12723,8400,8400,8350, 36 months,20.31,313.51,D,D5,Hunting W L Doffinfg. Co.,10+ years,RENT,80000,n,vacation,vacations,TX,22.95,0,Nov-2001,1,8,0,13816,66.7,11,f,2863.38,2846.33,0,0,1,50800,20700
12724,18475,18475,18475, 60 months,19.99,489.38,E,E4,Vice President,5 years,RENT,42000,n,debt_consolidation,Debt consolidation,FL,25.03,0,Oct-2007,0,5,0,15028,64.2,8,w,17542.08,17542.08,0,0,1,24231,23400
12725,5000,5000,5000, 36 months,11.99,166.05,B,B3,Paint prep.,4 years,RENT,36000,n,credit_card,Credit card refinancing,CA,13.27,0,Feb-2010,0,5,0,3548,65.7,7,w,2443.98,2443.98,0,0,1,8490,5400
12726,35000,35000,35000, 60 months,17.57,880.61,D,D4,operator,2 years,OWN,100000,n,home_improvement,Home improvement,TX,17.12,0,May-2004,0,13,0,15211,46.1,39,w,28422.52,28422.52,0,0,1,45016,33000
12727,7000,7000,7000, 36 months,10.38,227.13,B,B1,avalon at chase oak,2 years,MORTGAGE,23500,n,home_improvement,improvement,TX,13.02,0,Nov-1991,2,11,1,7180,27.9,41,f,0,0,0,0,1,,
12728,14000,14000,14000, 36 months,8.39,441.24,A,A5,Sales,1 year,RENT,75000,n,credit_card,Credit card refinancing,VA,10.22,0,Jan-2004,0,11,0,13846,73.3,20,w,0,0,0,0,1,15499,18900
12729,35000,35000,34975, 60 months,19.72,921.85,D,D5,Snyders ,< 1 year,MORTGAGE,85000,n,home_improvement,Improvement,IL,18.23,0,Feb-1974,3,17,0,41877,22.8,41,w,22258.01,22242.08,0,0,1,81226,218100
12730,16800,16800,16800, 36 months,15.8,588.99,C,C3,Queen of the valleyy hospital,3 years,MORTGAGE,120000,n,debt_consolidation,consolidate 2013,CA,6.2,1,Nov-1993,1,9,0,5469,58.2,42,f,0,0,0,0,1,10834,9400
12731,9600,9600,1964.43, 36 months,13.87,327.5,D,D5,St. Elizabeth Medical Centers,10+ years,MORTGAGE,110000,n,debt_consolidation,Paying off high interest debt,KY,18.62,0,Jan-1991,3,20,0,68030,82.7,52,f,0,0,0,0,1,,
12732,10000,10000,10000, 36 months,13.11,337.47,B,B4,Apple,4 years,RENT,45000,n,debt_consolidation,New,MA,21.95,0,Jul-1984,0,10,0,10026,88.7,24,f,0,0,783.27,7.6887,1,,
12733,6000,6000,6000, 36 months,13.33,203.12,C,C3,Consultant,2 years,RENT,120000,n,debt_consolidation,Debt consolidation,MD,17.48,0,Apr-2001,0,12,0,7786,61.3,20,w,5302.32,5302.32,0,0,1,38767,12700
12734,10725,10725,10725, 36 months,15.31,373.42,C,C4,Asset Manager,6 years,RENT,50000,n,debt_consolidation,Debt consolidation,CA,6.14,0,Apr-1993,1,9,1,8551,52.1,16,f,5373.37,5373.37,0,0,1,17231,16400
12735,22500,22500,22500, 60 months,15.61,542.51,D,D1,Police Supervisor,9 years,MORTGAGE,99000,n,credit_card,Credit card refinancing,CA,20.84,0,Jul-1994,1,20,0,46446,71.7,29,w,17154.48,17154.48,0,0,1,347015,64800
12736,12000,12000,12000, 36 months,14.65,413.94,C,C5,Director,6 years,MORTGAGE,70000,n,debt_consolidation,Debt consolidation,WV,21.72,0,Sep-2004,1,7,1,12109,55,13,f,11187.85,11187.85,0,0,1,156711,22000
12737,17200,17200,17100, 60 months,17.27,429.97,C,C5,,2 years,RENT,42000,n,debt_consolidation,Debt consolidation,NY,22.03,0,Nov-2003,0,7,0,19354,81.7,12,w,9859.47,9802.07,0,0,1,25698,23700
12738,6400,6400,6400, 36 months,8.9,203.23,A,A5,Sherwin Williams,7 years,MORTGAGE,75000,n,credit_card,Payoff Cards,MI,6.13,0,Mar-1987,0,9,0,10148,51.3,22,f,0,0,0,0,1,12509,19800
12739,12000,12000,11975, 60 months,16.55,295.34,D,D2,Software Engineer,10+ years,RENT,80000,n,debt_consolidation,Debt consolidation,OH,37.31,0,Jan-2010,0,14,0,23080,65.4,17,f,11605.08,11580.91,0,0,1,86274,35300
12740,7000,7000,7000, 36 months,16.55,248.01,D,D2,Administrator,6 years,MORTGAGE,77100,n,debt_consolidation,Debt consolidation,FL,23.19,2,Nov-1987,0,13,0,26293,39.6,41,f,0,0,0,0,1,226683,66400
12741,24000,24000,23975, 60 months,27.88,745.53,G,G3,sr customer service ,10+ years,OWN,52000,n,debt_consolidation,Debt consolidation,OH,9.46,0,Sep-1997,2,19,1,6007,37.8,42,f,23812.07,23787.27,0,0,1,72409,15900
12742,6000,6000,6000, 36 months,12.69,201.27,C,C2,Army,5 years,RENT,37000,n,debt_consolidation,Debt consolidation,PA,24.42,0,Dec-2003,3,12,1,4389,53,32,f,5296.17,5296.17,0,0,1,42896,8250
12743,10000,10000,10000, 36 months,13.99,341.73,C,C3,WESTOWER,< 1 year,RENT,84996,n,debt_consolidation,CONSOLIDATION 2011,OR,8.44,1,Mar-1998,2,8,0,1928,23,42,f,0,0,4247.55,305.838,1,,
12744,20500,20500,20500, 60 months,15.31,491.04,C,C2,Adobe Systems Inc.,2 years,MORTGAGE,52000,n,credit_card,Loan,UT,10.41,0,Mar-1994,0,8,0,15964,79.4,19,f,0,0,12.41,2.233799997,1,187166,20100
12745,5000,5000,5000, 36 months,11.49,164.86,B,B5,,n/a,OWN,28000,n,other,Other,PA,12.69,0,Apr-2000,0,5,0,11350,68.8,11,f,4764.91,4764.91,0,0,1,11350,16500
12746,9650,9650,9650, 36 months,12.39,322.32,C,C1,account manager,< 1 year,MORTGAGE,55000,n,other,Other,MD,20.13,0,Jan-1996,0,6,0,17593,93.6,27,w,7561.05,7561.05,0,0,1,393233,18800
12747,8000,8000,8000, 36 months,6.89,246.62,A,A3,Science Teacher,10+ years,MORTGAGE,80000,n,debt_consolidation,Debt consolidation,IL,8.58,1,Oct-1999,0,19,0,23382,24.6,41,w,7799.31,7799.31,0,0,1,184885,95000
12748,10000,10000,10000, 36 months,8.9,317.54,A,A5,Teacher,10+ years,MORTGAGE,55000,n,credit_card,Credit card loan,LA,20.95,0,Aug-1998,0,9,0,5649,30,34,f,0,0,0,0,1,44514,18800
12749,5600,5600,5600, 36 months,12.29,186.78,C,C1,teacher,3 years,MORTGAGE,36000,n,credit_card,Credit card refinancing,NC,17.37,0,Aug-1998,0,13,0,13332,37,23,w,4939.47,4939.47,0,0,1,74930,36000
12750,5000,5000,5000, 36 months,11.44,164.74,B,B4,Teacher,10+ years,RENT,67000,n,debt_consolidation,Debt consolidation,KY,24.79,0,Apr-1989,1,7,0,5732,46.6,19,f,3906.05,3906.05,0,0,1,209756,12300
12751,8400,8400,8400, 36 months,11.67,277.68,B,B4,Deputy,10+ years,MORTGAGE,59000,n,home_improvement,Home improvement,OH,14.1,0,May-2000,0,5,1,3285,60,30,w,0,0,0,0,1,14604,5500
12752,10000,10000,10000, 36 months,13.18,337.81,C,C3,heavy lead,< 1 year,MORTGAGE,65000,n,major_purchase,Major purchase,AZ,14.99,1,May-1990,1,10,0,11707,26.1,15,f,9772.02,9772.02,0,0,1,17556,44800
12753,10000,10000,10000, 36 months,18.55,364.29,D,D2,Executive Assistant,10+ years,RENT,90000,n,medical,Granddaughters surgery,WA,11.71,0,Jun-1998,0,7,0,9428,91.5,11,f,0,0,4394.11,390.5658,1,40616,10300
12754,11625,11625,11625, 36 months,12.39,388.29,C,C1,welder,3 years,MORTGAGE,50000,n,debt_consolidation,Debt consolidation,TX,25.92,0,Mar-1997,2,7,0,3618,50.2,15,w,9399.73,9399.73,0,0,1,124750,7200
12755,14800,14800,14800, 36 months,18.85,541.39,D,D3,LifeWorks Inc.,4 years,RENT,42864,n,debt_consolidation,Debt Consolidation loan,MN,16.1,0,Nov-2006,2,9,0,6137,78.7,12,w,0,0,0,0,1,28398,7800
12756,24000,24000,24000, 60 months,15.61,578.68,D,D1,,n/a,RENT,65292,n,debt_consolidation,Debt consolidation,NY,16.62,0,Jan-2008,0,8,0,13047,68.7,12,w,20870.43,20870.43,0,0,1,28793,19000
12757,3000,3000,3000, 36 months,9.17,95.64,B,B2,Manager,4 years,RENT,50000,n,debt_consolidation,Debt consolidation,NY,29.69,3,Nov-2006,1,12,0,5486,43.4,30,f,2705.79,2705.79,0,0,1,39004,12500
12758,28000,28000,28000, 60 months,12.99,636.95,C,C1,Mechanic,1 year,MORTGAGE,110000,n,debt_consolidation,Debt consolidation,NV,18.97,0,Dec-1987,0,12,0,42716,64.1,21,w,22594.4,22594.4,0,0,1,241066,66600
12759,9225,9225,9225, 36 months,17.57,331.52,D,D2,CSA,10+ years,MORTGAGE,31000,n,debt_consolidation,Debt consolidation,IL,16.73,0,May-1985,0,6,0,6135,87.6,12,f,0,0,0,0,1,93038,7000
12760,17000,17000,17000, 60 months,14.99,404.34,C,C5,Sr. Logistics Regulatory Compliance Supe,3 years,RENT,90000,n,debt_consolidation,Debt consolidation,CO,16.64,0,Nov-1992,1,9,0,10648,61.5,31,w,14531.16,14531.16,0,0,1,94379,17300
12761,35000,35000,34900, 60 months,17.27,874.93,C,C5,ETS,6 years,MORTGAGE,96000,n,debt_consolidation,Secure and guaranteed return on loan,NJ,11.28,0,May-1997,1,16,0,35739,47.8,28,f,20379.38,20321.13,0,0,1,272692,74771
12762,17325,17325,17325, 36 months,19.05,635.51,D,D4,New York City Health & Hospitals Corp.,10+ years,RENT,45000,n,debt_consolidation,debt consolidation,NY,34.05,0,Apr-1995,0,15,0,21701,83.8,47,f,0,0,1557.23,15.5723,1,24366,25900
12763,21000,21000,21000, 36 months,7.12,649.58,A,A3,Manager,3 years,MORTGAGE,190000,n,debt_consolidation,Debt consolidation,CA,1.82,1,Oct-1996,1,4,0,1830,28.2,23,w,11638.88,11638.88,0,0,1,335307,6500
12764,12000,12000,12000, 60 months,14.99,285.42,C,C5,Executive Secretary,6 years,RENT,51900,n,debt_consolidation,Debt consolidation,TX,31.42,0,Feb-1996,0,18,1,14341,47.6,39,w,0,0,0,0,1,83456,30100
12765,10000,10000,10000, 36 months,7.89,312.86,A,A5,Project Manager,10+ years,RENT,100000,n,other,Other,NJ,18.71,0,Nov-1996,0,8,0,11798,68.2,10,w,8235.73,8235.73,0,0,1,69238,17300
12766,8000,8000,8000, 36 months,12.99,269.52,B,B5,lead sales and service associate,10+ years,MORTGAGE,56000,n,debt_consolidation,Debt consolidation,CT,13.12,0,Jan-1997,2,19,0,9239,22.2,33,f,3939.78,3939.78,0,0,1,89080,41600
12767,21000,21000,21000, 36 months,10.99,687.42,B,B4,Chief Design Officer,1 year,RENT,75000,n,debt_consolidation,Debt consolidation,WA,23.41,0,Dec-1997,0,11,0,41587,74.4,19,w,0,0,0,0,1,56722,55900
12768,8300,8300,8300, 36 months,12.99,279.62,C,C1,Disability Benefit Manager,10+ years,RENT,52000,n,debt_consolidation,Debt consolidation,FL,29.61,1,Aug-1999,2,10,0,14591,75.2,22,f,0,0,0,0,1,51456,19400
12769,7000,7000,7000, 36 months,7.12,216.53,A,A3,At home agent,4 years,MORTGAGE,34668,n,debt_consolidation,Debt consolidation,CO,5.61,0,Apr-1987,0,9,1,3918,29,26,f,4453.28,4453.28,0,0,1,103989,13500
12770,19125,19125,19075, 60 months,19.47,501.08,D,D5,Finance Manager,10+ years,MORTGAGE,80000,n,debt_consolidation,Debt consolidation,IL,18.54,0,Mar-2001,3,23,0,22080,58.1,47,f,0,0,0,0,1,393701,38000
12771,14000,14000,14000, 36 months,15.61,489.51,D,D1,general manager,10+ years,MORTGAGE,48000,n,debt_consolidation,Debt consolidation,IL,22.65,0,Nov-1982,0,17,0,14759,84.3,33,f,10739.74,10739.74,0,0,1,134659,17500
12772,3000,3000,3000, 36 months,16.29,105.91,C,C5,New York city transit,8 years,RENT,57000,n,car,Get ahead,NY,17.87,0,Feb-2001,1,12,0,16234,52.7,13,f,0,0,0,0,1,,
12773,24000,24000,24000, 60 months,20.99,649.15,E,E4,Assistant Controller,3 years,RENT,160000,n,other,Other,CO,16.22,0,Oct-1998,3,9,1,8988,38.9,16,f,0,0,0,0,1,101693,23100
12774,16000,16000,16000, 36 months,7.89,500.58,A,A5,teacher,8 years,MORTGAGE,52000,n,debt_consolidation,Debt consolidation,GA,17.86,8,Mar-1994,0,17,0,12820,76.3,42,w,13177.15,13177.15,0,0,1,315825,16800
12775,17675,17675,17675, 60 months,18.24,451.14,D,D5,Sr. Officer/loan service rep.,8 years,MORTGAGE,55000,n,vacation,Vacation,CO,31.38,0,Nov-1990,0,12,0,30953,83,30,f,0,0,0,0,1,305265,37300
12776,18000,18000,18000, 36 months,5.93,547.03,A,A1,Senior Product Manager,10+ years,MORTGAGE,120000,n,credit_card,Credit card refinancing,MA,16.13,0,Oct-1994,0,17,0,26103,20.3,37,w,13794.84,13794.84,0,0,1,380241,128300
12777,25000,25000,24825, 36 months,7.12,773.3,A,A3,Family Service Counselor,10+ years,OWN,56600,n,credit_card,Credit card refinancing,TX,25.04,2,May-1985,0,17,0,15873,53.4,33,f,14543,14441.19,0,0,1,40456,29700
12778,22000,22000,22000, 36 months,9.17,701.34,B,B2,Senior Software Developer,2 years,RENT,82000,n,credit_card,Credit card refinancing,NC,18.61,0,Sep-2004,1,15,0,21924,68.5,22,w,18180.77,18180.77,0,0,1,55283,32000
12779,6250,6250,6250, 36 months,9.49,200.18,B,B2,correctional facility cook,5 years,MORTGAGE,27000,n,debt_consolidation,Debt consolidation,OH,27.51,1,Jun-1985,0,20,0,15211,28.3,30,f,4524.57,4524.57,0,0,1,151275,53700
